/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_54_585.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_54_585.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_54_585.jpg, 0, 0, 0, 12.26612
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_54_691.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_54_691.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_54_691.jpg, 0, 0, 0, 12.11809
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_54_797.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_54_797.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_54_797.jpg, 0, 0, 0, 11.76337
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_54_899.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_54_899.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_54_899.jpg, 0, 0, 0, 11.88751
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_002.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_002.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_002.jpg, 0, 0, 0, 11.53213
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_106.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_106.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_106.jpg, 0, 0, 0, 11.63598
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_208.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_208.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_208.jpg, 0, 0, 0, 11.49799
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_310.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_310.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_310.jpg, 0, 0, 0, 11.15628
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_412.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_412.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_412.jpg, 0, 0, 0, 11.14131
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_516.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_516.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_516.jpg, 0, 0, 0, 11.12036
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_628.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_628.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_628.jpg, 0, 0, 0, 10.9865
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_737.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_737.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_737.jpg, 0, 0, 0, 10.87623
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_841.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_841.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_841.jpg, 0, 0, 0, 10.76706
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_55_945.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_55_945.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_55_945.jpg, 0, 0, 0, 10.65899
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_56_045.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_56_045.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_56_045.jpg, 0, 0, 0, 10.552
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_56_154.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_56_154.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_56_154.jpg, 0, 0, 0, 10.42503
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_56_256.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_56_256.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_56_256.jpg, 0, 0, 0, 10.3204
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_56_359.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_56_359.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_56_359.jpg, 0, 0, 0, 10.21681
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_56_465.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_56_465.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_56_465.jpg, 0, 0, 0, 10.11426
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_56_576.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_56_576.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_56_576.jpg, 0, 0.3297026, 0, 10.24644
/home/carnd/github/carnd-project-3/IMG/center_2017_01_25_21_24_56_680.jpg, /home/carnd/github/carnd-project-3/IMG/left_2017_01_25_21_24_56_680.jpg, /home/carnd/github/carnd-project-3/IMG/right_2017_01_25_21_24_56_680.jpg, 0, 0.6341634, 0, 10.74761
